cntdir,co_name,tolmt,fromlmt,route,mcd,comments,lat,adb,setyear,long,recordnum,indir,report,setdate,type,mun_name,road,outdir
east,Camden,front st,riverside dr,0,3400710000,,39.942988,7,2014,-75.128235,112522,E,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112522,9/9/14,Bicycle 2,Camden City,martin luther king jr blvd eastbound lanes,W
north,Philadelphia,53rd st,lindbergh blvd,0,4210160110,,39.933168,10,2014,-75.214489,114821,N,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=114821,10/23/14,Bicycle 2,University - Southwest,harley ave northbound lane,S
south,Philadelphia,schuylkill river bank,53rd st,0,4210160110,,39.932875,3,2014,-75.211847,114824,N,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=114824,10/29/14,Bicycle 2,University - Southwest,schuylkill river trail at bartrams gardens sb,S
east,Philadelphia,27th st,I 76 schuylkill expwy ramps,0,4210160103,,39.946114,1134,2014,-75.184904,114826,E,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=114826,10/29/14,Bicycle 2,Central,south st bridge eastbound lanes,W
south,Philadelphia,railroad underpass,league island blvd,0,4210160105,,39.898301,8,2015,-75.175576,116188,S,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=116188,1/7/15,Bicycle 2,Lower South,broad st southbound lanes,N
north,Philadelphia,railroad xing,langley ave,0,4210160105,,39.895366,3,2015,-75.191669,116189,N,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=116189,1/7/15,Bicycle 2,Lower South,basin bridge rd northbound lanes,S
south,Philadelphia,railroad xing,langley ave,0,4210160105,,39.895364,8,2015,-75.191776,116190,N,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=116190,1/7/15,Bicycle 2,Lower South,basin bridge rd southbound lanes,S
west,Philadelphia,37th st,us 13 38th st,0,4210160110,Construction 1 block east at the Wistar Institute,39.951106,201,2011,-75.197827,81598,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=81598,12/2/11,Bicycle 1,University - Southwest,spruce st westbound lanes,
south,Philadelphia,atlantic st,tioga st,0,4210160101,,40.000683,30,2011,-75.105779,81586,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=81586,12/1/11,Bicycle 1,North,kensington ave southbound lanes,
east,Philadelphia,christian st,montrose st,0,4210160103,,39.942015,36,2012,-75.184886,84244,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=84244,3/9/12,Bicycle 1,Central,grays ferry ave eastbound lanes,
north,Mercer,cr 635 e state st,yard ave,0,3402174000,,40.220535,10,2012,-74.752511,88148,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=88148,4/26/12,Bicycle 1,Trenton City,raoul wallenberg blvd northbound lanes,
east,Mercer,imperial dr,whitehorse hamilton square rd,0,3402129310,,40.224087,7,2015,-74.670886,112557,E,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112557,5/7/15,Bicycle 2,Hamilton Township,estates blvd eastbound lanes,W
both,Philadelphia,delaware ave,bath st,0,4210160109,,39.979444,34,2014,-75.098306,111802,W,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=111802,5/30/14,Bicycle 2,River Wards,port richmond trail,E
north,Philadelphia,south st,bainbridge st,291,4210160103,,39.943457,450,2010,-75.165474,71622,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=71622,11/10/10,Bicycle 1,Central,broad st northbound lanes,
north,Philadelphia,chestnut st,walnut st,0,4210160103,,39.95086,237,2010,-75.17051,71347,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=71347,9/16/10,Bicycle 1,Central,18th st,
east,Camden,8th st,7th st,0,3400710000,,39.954119,12,2015,-75.11444,119341,E,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=119341,4/22/15,Bicycle 2,Camden City,erie st eastbound lanes,W
west,Camden,8th st,7th st,0,3400710000,,39.954162,13,2015,-75.114491,119342,W,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=119342,4/22/15,Bicycle 2,Camden City,erie st westbound lanes,E
south,Camden,24th st,22nd st,0,3400710000,,39.955152,53,2015,-75.100755,119346,S,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=119346,4/16/15,Bicycle 2,Camden City,harrison ave southbound lanes,N
south,Philadelphia,monument rd,parkside ave,0,4210160106,,39.994913,3,2011,-75.218223,79203,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=79203,8/18/11,Bicycle 1,West Park,belmont ave southbound lanes,
south,Philadelphia,27th st,bainbridge st,0,4210160103,,39.945674,8,2011,-75.185156,71582,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=71582,5/17/11,Bicycle 1,Central,schuylkill ave,
north,Burlington,cr 679 harrisville chatsworth rd,cr 542 hammonton rd,563,3400577150,,39.655452,1,2011,-74.5534,80343,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=80343,9/14/11,Bicycle 1,Washington Township,greenbank chatsworth rd northbound lanes,
west,Philadelphia,59th st,60th st,0,4210160111,,39.956493,20,2012,-75.240968,84488,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=84488,2/28/12,Bicycle 1,West,spruce st westbound lanes,
north,Philadelphia,fairmount ave,spring garden st,0,4210160103,,39.960585,144,2012,-75.136914,84447,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=84447,4/28/12,Bicycle 1,Central,christopher columbus blvd northbound lanes,
east,Camden,cr 636 cuthbert blvd,harding ave,629,3400728740,"Saturday July 14th: Steady rain, at times heavy (NOAA recorded .48 inches in Philadelphia)",39.92321951,8,2012,-75.057635,91576,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=91576,7/12/12,Bicycle 1,Haddon Township,s park dr eastbound lanes,
north,Mercer,cr 635 e state st,raoul wallenberg blvd,0,3402174000,,40.220474,77,2015,-74.755273,112553,N,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112553,5/5/15,Bicycle 2,Trenton City,s clinton ave northbound lanes,S
west,Camden,centennial dr,n 10th st,601,3400710000,,39.95159,9,2014,-75.109918,112594,W,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112594,9/16/14,Bicycle 2,Camden City,e state st bridge westbound lanes,E
west,Montgomery,washington la,cloverly la,0,4209100156,,40.110277,14,2015,-75.104929,113194,W,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=113194,5/14/15,Bicycle 2,Abington Township,the fairway valley rd westbound lanes,E
west,Burlington,franklin ave,railroad ave,630,3400520050,,40.059388,30,2014,-74.914463,112004,W,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112004,8/8/14,Bicycle 2,Edgewater Park Township,cooper st westbound lanes,E
west,Philadelphia,georges la,54th st,0,4210160106,,39.991884,3,2011,-75.232932,79195,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=79195,7/20/11,Bicycle 1,West Park,wynnefield ave westbound lanes,
east,Philadelphia,shawmont ave,port royal ave,0,4210160108,,40.046643,42,2011,-75.252931,78741,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=78741,6/10/11,Bicycle 1,Lower Northwest,nixon st eastbound lane,
north,Philadelphia,league island blvd,crescent dr,0,4210160105,Monday July 4: Independence Day Holiday,39.896847,6,2011,-75.175576,79125,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=79125,6/30/11,Bicycle 1,Lower South,broad st northbound lanes,
east,Philadelphia,home depot parking entrance,christopher columbus blvd,0,4210160112,Monday July 4: Independence Day Holiday,39.924268,17,2011,-75.142724,79144,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=79144,7/1/11,Bicycle 1,South,pier 70 blvd eastbound lanes,
north,Philadelphia,south st,bainbridge st,0,4210160103,,39.944226,175,2010,-75.17196,71610,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=71610,11/30/10,Bicycle 1,Central,18th st,
south,Philadelphia,south st,bainbridge st,0,4210160103,,39.942207,304,2010,-75.155529,71641,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=71641,11/10/10,Bicycle 1,Central,8th st,
west,Philadelphia,34th st,47th st,0,4210160110,,39.941281,28,2011,-75.205944,79164,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=79164,7/7/11,Bicycle 1,University - Southwest,grays ferry ave bridge westbound lanes,
south,Philadelphia,westminster ave,lancaster ave,0,4210160111,,39.969282,18,2011,-75.211498,81688,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=81688,9/28/11,Bicycle 1,West,belmont ave southbound lanes,
east,Philadelphia,21st st,22nd st,0,4210160103,,39.9443,47,2012,-75.177936,84249,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=84249,3/14/12,Bicycle 1,Central,bainbridge st,
east,Delaware,springfield rd,elm ave,0,4204500676,,39.923906,9,2012,-75.283443,92061,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=92061,8/9/12,Bicycle 1,Aldan Borough,providence rd eastbound lane,
both,Mercer,southard st,montgomery st,0,3402174000,,40.226242,36,2015,-74.758998,112555,S,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112555,5/6/15,Bicycle 2,Trenton City,D & R canal towpath US 1 bridge,N
east,Mercer,timberlane dr,burd rd / scotch rd,623,3402133180,,40.330404,9,2015,-74.810911,112541,E,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112541,4/29/15,Bicycle 2,Hopewell Township,pennington harbourton rd eastbound lanes,W
south,Gloucester,cr 536 mill rd,mullica glassboro rd,45,3401530180,,39.736012,6,2014,-75.224663,112624,S,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112624,9/30/14,Bicycle 2,Harrison Township,main st southbound lanes,N
north,Camden,cr 636 cuthbert blvd,stratford ave,561,3400728740,,39.912575,27,2014,-75.055509,112599,N,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112599,9/17/14,Bicycle 2,Haddon Township,haddon ave northbound lanes,S
east,Mercer,nj 33 greenwood ave,euclid ave,626,3402174000,,40.220291,8,2014,-74.745373,111324,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=111324,5/13/14,Bicycle 1,Trenton City,chambers st eastbound lanes,
south,Philadelphia,buttonwood st,callowhill st,0,4210160103,,39.960593,12,2011,-75.166783,71842,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=71842,4/27/11,Bicycle 1,Central,17th st,
north,Philadelphia,schuylkill river bank,53rd st,0,4210160110,,39.932844,3,2014,-75.211855,114823,N,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=114823,10/29/14,Bicycle 2,University - Southwest,schuylkill river trail at bartrams gardens nb,S
west,Burlington,cr 663 odd fellows rd,cr 630 pointville rd,616,3400557510,,39.987532,1,2011,-74.675735,80382,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=80382,9/14/11,Bicycle 1,Pemberton Township,pemberton juliustown rd westbound lanes,
west,Burlington,cr 619 tomlinson mill rd,wescott rd,544,3400522110,,39.869848,13,2011,-74.90155,80262,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=80262,9/15/11,Bicycle 1,Evesham Township,marlton pkwy westbound lanes,
south,Burlington,cr 679 harrisville chatsworth rd,cr 542 hammonton rd,563,3400577150,,39.655444,1,2011,-74.553475,80344,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=80344,9/14/11,Bicycle 1,Washington Township,greenbank chatsworth rd southbound lanes,
south,Burlington,cr 532 chatsworth rd,jones mill rd,563,3400582420,,39.809962,1,2011,-74.533417,80342,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=80342,9/14/11,Bicycle 1,Woodland Township,main st southbound lanes,
north,Camden,cr 628 n park dr,cr 629 s park dr,636,3400712280,"Saturday July 14th: Steady rain, at times heavy (NOAA recorded .48 inches in Philadelphia)",39.92505,40,2012,-75.055279,91568,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=91568,7/12/12,Bicycle 1,Cherry Hill Township,cuthbert blvd west sidewalk nb,
west,Camden,cr 644 grove st,s washington ave,628,3400712280,,39.917358,17,2014,-75.037029,112533,W,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112533,9/3/14,Bicycle 2,Cherry Hill Township,II n park blvd westbound lanes,E
both,Burlington,joshua ct,windsock way,0,3400547880,,39.98875,19,2014,-74.935555,112311,S,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112311,8/21/14,Bicycle 2,Moorestown Township,westfield sidepath,N
south,Burlington,cr 532 tabernacle rd,trading post way,541,3400545210,,39.863789,21,2014,-74.806603,112304,S,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112304,8/13/14,Bicycle 2,Medford Lakes Borough,stokes rd southbound lanes,N
south,Burlington,clay st,hecker st,613,3400563510,,40.037835,36,2014,-74.9562,112006,S,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112006,8/7/14,Bicycle 2,Riverside Township,bridgeboro st southbound lanes,N
west,Burlington,new rd,cr 648 carranza rd,532,3400572060,,39.844078,21,2014,-74.710255,112284,W,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112284,8/14/14,Bicycle 2,Tabernacle Township,chatsworth rd westbound lanes,E
north,Camden,24th st,22nd st,0,3400710000,,39.955137,17,2015,-75.100711,119345,N,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=119345,4/16/15,Bicycle 2,Camden City,harrison ave northbound lanes,S
west,Mercer,s clinton ave,nj 33 market st,0,3402174000,,40.218864,5,2012,-74.755676,88114,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=88114,3/28/12,Bicycle 1,Trenton City,barlow st westbound lanes,
west,Camden,cr 636 cuthbert blvd,harding ave,629,3400728740,"Saturday July 14th: Steady rain, at times heavy (NOAA recorded .48 inches in Philadelphia)",39.92331,58,2012,-75.157674,91566,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=91566,7/12/12,Bicycle 1,Haddon Township,s park dr recreational path wb,
north,Gloucester,n repauno ave,cr 673 democrat rd,44,3401528185,,39.824561,7,2014,-75.293467,112619,N,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112619,10/1/14,Bicycle 2,Greenwich Township,broad st northbound lanes,S
north,Mercer,cr 535 old trenton rd,cr 602 s post rd,0,3402180240,,40.261065,66,2015,-74.635373,112551,N,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112551,5/12/15,Bicycle 2,West Windsor Township,paxson ave northbound lanes,S
both,Camden,lexington ave,cr 612 browning rd,0,3400745510,,39.951363,147,2014,-75.058052,112537,W,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112537,9/4/14,Bicycle 2,Merchantville Borough,merchantville bike path,E
south,Gloucester,spruce st,pine st,44,3401557150,,39.829683,35,2014,-75.242645,112612,S,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112612,10/1/14,Bicycle 2,Paulsboro Borough,broad st southbound lanes,N
west,Camden,cr 612 browning rd,airport hwy,628,3400757660,Observed that most cyclists ride in the eastbound lanes,39.926739,14,2014,-75.075835,112596,W,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112596,9/3/14,Bicycle 2,Pennsauken Township,n park dr westbound lanes,E
both,Gloucester,cr 676 mantua blvd,cr 553a main st,0,3401543440,,39.774748,20,2014,-75.163307,113103,E,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=113103,11/6/14,Bicycle 2,Mantua Township,chestnut branch trail,W
north,Gloucester,cr 536 mill rd,mullica glassboro rd,45,3401530180,,39.735998,3,2014,-75.224526,112623,N,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112623,9/30/14,Bicycle 2,Harrison Township,main st northbound lanes,S
south,Gloucester,stanger ave,earl ave,47,3401526340,,39.681486,19,2014,-75.098078,112894,S,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112894,10/9/14,Bicycle 2,Glassboro Borough,delsea dr southbound lanes,N
east,Mercer,cr 626 chambers st,n anderson st,606,3402174000,,40.21693,27,2014,-74.743305,111328,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=111328,5/13/14,Bicycle 1,Trenton City,hamilton ave eastbound lanes,
north,Gloucester,ashton ave,allen st,551,3401571850,,39.748765,17,2014,-75.308952,112621,N,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112621,10/9/14,Bicycle 2,Swedesboro Borough,kings hwy northbound lanes,S
east,Delaware,girard ave,woodlawn ave,0,4204515232,,39.915357,1,2012,-75.284527,84555,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=84555,1/11/12,Bicycle 1,Collingdale Borough,chestnut st eastbound lanes,
west,Chester,valley creek blvd,church farm la,0,4202984192,,40.037949,66,2012,-75.595583,93288,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=93288,10/3/12,Bicycle 1,West Whiteland Township,chester valley trail westbound,
west,Bucks,delaware river,pa 32 delmorr ave,0,4201751144,"Observed that bicycle traffic utilized the north side (westbound lanes) of the bridge, where a walkway exists. Insufficient shoulder/ lane width on south side of bridge for safe travel.",40.210296,112,2014,-74.770385,111968,W,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=111968,7/23/14,Bicycle 2,Morrisville Borough,bridge st,E
south,Philadelphia,vine st,callowhill st,0,4210160103,,39.959294,139,2010,-75.163833,71290,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=71290,9/9/10,Bicycle 1,Central,15th st,
south,Philadelphia,south st,bainbridge st,0,4210160103,,39.944958,124,2010,-75.180109,71597,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=71597,10/20/10,Bicycle 1,Central,grays ferry ave,
south,Montgomery,county line rd connector underpass,railroad underpass,0,4209183696,,40.108398,66,2011,-75.42022,78842,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=78842,6/15/11,Bicycle 1,West Norriton Township,betzwood bridge bikeway southbound,
west,Philadelphia,juniper st,pa 291 broad st,0,4210160103,,39.949252,216,2010,-75.163543,71561,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=71561,9/30/10,Bicycle 1,Central,walnut st,
both,Montgomery,green st,norristown transportation center,0,4209154656,,40.112521,701,2011,-75.343155,81241,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=81241,10/5/11,Bicycle 1,Norristown Borough,schuylkill river trail,
east,Philadelphia,newkirk st,dover st,0,4210160101,,40.00455,5,2011,-75.176021,81627,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=81627,11/29/11,Bicycle 1,North,allegheny ave eastbound lanes,
west,Philadelphia,84th st,86th st,0,4210160102,,39.896419,7,2011,-75.253521,81710,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=81710,9/30/11,Bicycle 1,Lower Southwest,lindbergh blvd westbound lanes,
north,Philadelphia,venango st,tioga st,0,4210160101,,40.002208,27,2012,-75.114293,89749,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=89749,5/11/12,Bicycle 1,North,G st,
north,Philadelphia,walnut st,locust st,291,4210160103,,39.948528,370,2010,-75.164359,70615,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=70615,8/26/10,Bicycle 1,Central,broad st northbound lanes,
north,Philadelphia,I 95 delaware expwy nb on ramp,kenilworth st,0,4210160103,,39.940562,117,2011,-75.142134,71776,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=71776,3/23/11,Bicycle 1,Central,christopher columbus blvd northbound lanes,
